"SEQN","Gender_discrete","Age_continuous","Race_discrete","Education_discrete","WTINT2YR_continuous","WTMEC2YR_continuous","SDMVPSU_continuous","SDMVSTRA_continuous"
84052,"Male",8,"Non-Hispanic Black",NA,20165.051922,20765.989023,1,129
84053,"Female",1,"Non-Hispanic Black",NA,7100.99683,7146.665518,2,121
84054,"Male",17,"Mexican American",NA,24040.879381,23813.085283,1,127
84055,"Female",64,"Other Race - Including Multi-Racial","College graduate or above",26344.223032,28394.776693,1,126
84056,"Female",14,"Other Race - Including Multi-Racial",NA,15957.910968,18116.090657,1,122
84057,"Male",3,"Non-Hispanic Black",NA,10902.925023,11097.379956,2,126
84058,"Female",21,"Non-Hispanic White","Some college or AA degree",94659.946196,101774.501889,2,128
84059,"Female",4,"Non-Hispanic Black",NA,10099.347791,10164.299794,1,126
84060,"Female",0,"Mexican American",NA,4454.602264,4899.588553,1,120
84061,"Female",50,"Non-Hispanic White","Some college or AA degree",141197.347079,146410.687308,1,127
84062,"Female",45,"Mexican American","Some college or AA degree",19694.322295,22397.937264,2,122
84063,"Male",14,"Non-Hispanic White",NA,26243.704314,26839.785095,1,126
84064,"Female",0,"Other Hispanic",NA,4134.872649,4570.200564,1,123
84065,"Female",48,"Non-Hispanic White","Some college or AA degree",118243.183588,122048.907038,1,127
84066,"Female",14,"Non-Hispanic White",NA,65418.656891,67193.033088,2,129
84067,"Female",0,"Non-Hispanic White",NA,10840.993631,11026.420705,2,123
84068,"Male",59,"Non-Hispanic Black","Some college or AA degree",18772.814943,19273.946771,2,126
84069,"Female",61,"Non-Hispanic Black","High school graduate/GED or equivalent",15697.356143,15284.42494,1,123
84070,"Male",40,"Non-Hispanic White","Some college or AA degree",101737.244313,105159.29155,1,119
84071,"Female",72,"Other Race - Including Multi-Racial","College graduate or above",25536.603429,0,2,122
84072,"Female",27,"Other Hispanic","Some college or AA degree",38415.58232,37725.5933,1,132
84073,"Female",39,"Other Hispanic","High school graduate/GED or equivalent",22875.997312,23928.976208,1,127
84074,"Female",26,"Other Hispanic","Less than 9th grade",29986.314222,34020.381254,2,128
84075,"Male",62,"Non-Hispanic White","High school graduate/GED or equivalent",40761.038035,40373.364885,2,125
84076,"Male",20,"Mexican American","High school graduate/GED or equivalent",32329.927923,0,1,128
84077,"Female",46,"Other Hispanic","High school graduate/GED or equivalent",18887.470234,19193.356019,1,124
84078,"Female",9,"Non-Hispanic Black",NA,12095.51652,12243.803814,1,126
84079,"Female",10,"Non-Hispanic Black",NA,10649.174435,10686.336742,2,125
84080,"Male",2,"Other Hispanic",NA,10062.709385,10474.176107,1,124
84081,"Female",0,"Non-Hispanic Black",NA,5042.688916,5224.696585,1,124
84082,"Female",24,"Other Race - Including Multi-Racial","College graduate or above",19474.695684,22744.571405,1,133
84083,"Male",5,"Other Race - Including Multi-Racial",NA,32368.611668,32631.296377,2,124
84084,"Male",4,"Non-Hispanic Black",NA,9429.290224,0,2,121
84085,"Female",7,"Non-Hispanic Black",NA,12060.522451,13304.12078,2,124
84086,"Male",45,"Non-Hispanic White","High school graduate/GED or equivalent",135144.556607,134484.853586,2,131
84087,"Male",36,"Other Race - Including Multi-Racial","College graduate or above",18448.501416,18550.188454,1,133
84088,"Female",45,"Non-Hispanic White","Some college or AA degree",83137.691368,86941.936418,2,120
84089,"Male",53,"Non-Hispanic White","Some college or AA degree",21966.079759,23398.828515,2,131
84090,"Female",26,"Non-Hispanic White","College graduate or above",92623.027006,92810.746632,1,132
84091,"Female",60,"Non-Hispanic Black","Some college or AA degree",16905.297397,16839.231379,1,119
84092,"Female",58,"Other Race - Including Multi-Racial","Some college or AA degree",12184.119248,12909.961721,1,119
84093,"Female",16,"Other Hispanic",NA,18293.454277,18604.439406,1,124
84094,"Female",73,"Non-Hispanic White","College graduate or above",91492.11881,94718.989174,2,129
84095,"Female",61,"Non-Hispanic Black","College graduate or above",20072.596629,19994.152784,2,129
84096,"Female",9,"Non-Hispanic Black",NA,8927.524749,8909.985971,2,131
84097,"Female",7,"Other Hispanic",NA,17301.748663,19308.913554,2,128
84098,"Male",26,"Non-Hispanic Black","High school graduate/GED or equivalent",23898.919376,24913.200394,1,124
84099,"Male",74,"Mexican American","9-11th grade (Includes 12th grade with no diploma)",11308.97764,11400.745908,1,127
84100,"Male",13,"Other Hispanic",NA,15297.524726,15324.618533,2,132
84101,"Male",80,"Non-Hispanic White","College graduate or above",42539.110544,45839.18191,2,127
84102,"Female",13,"Non-Hispanic Black",NA,15963.725064,15598.784382,1,125
84103,"Male",33,"Non-Hispanic White","Some college or AA degree",27663.044805,29765.236681,1,131
84104,"Female",1,"Non-Hispanic Black",NA,8439.214095,8493.489269,1,126
84105,"Male",28,"Non-Hispanic White","Some college or AA degree",39837.102483,44183.467982,2,121
84106,"Male",57,"Other Race - Including Multi-Racial","College graduate or above",19491.88786,19577.75466,2,122
84107,"Female",60,"Mexican American","Less than 9th grade",11095.95321,10624.63096,1,126
84108,"Male",63,"Non-Hispanic White","College graduate or above",33202.529969,34910.790222,2,119
84109,"Male",66,"Non-Hispanic White","College graduate or above",129327.374176,130247.490606,1,130
84110,"Male",28,"Mexican American","Some college or AA degree",29671.144939,33012.516984,1,120
84111,"Male",58,"Other Hispanic","Some college or AA degree",19604.756548,21934.817668,1,122
84112,"Male",46,"Other Race - Including Multi-Racial","Less than 9th grade",12343.304959,12641.380049,2,120
84113,"Male",7,"Mexican American",NA,10767.174539,12700.292237,1,120
84114,"Male",59,"Non-Hispanic White","9-11th grade (Includes 12th grade with no diploma)",96816.143819,99287.934073,1,131
84115,"Male",80,"Other Race - Including Multi-Racial","High school graduate/GED or equivalent",17156.04296,18768.224506,2,132
84116,"Female",1,"Mexican American",NA,8724.072422,9861.453597,1,120
84117,"Male",11,"Non-Hispanic Black",NA,14107.387049,14783.339475,2,126
84118,"Female",72,"Other Hispanic","Some college or AA degree",12662.194096,12241.751649,1,127
84119,"Male",52,"Other Race - Including Multi-Racial","9-11th grade (Includes 12th grade with no diploma)",20048.798942,25530.895149,2,122
84120,"Male",67,"Other Hispanic","Some college or AA degree",8457.639663,8753.903385,1,122
84121,"Male",18,"Mexican American",NA,18894.649065,18513.759776,1,127
84122,"Male",54,"Other Hispanic","9-11th grade (Includes 12th grade with no diploma)",26280.827961,26046.288437,1,120
84123,"Male",8,"Other Race - Including Multi-Racial",NA,13085.377245,13442.682681,2,121
84124,"Female",1,"Non-Hispanic Black",NA,6900.198019,6944.575308,2,126
84125,"Female",72,"Non-Hispanic White","Some college or AA degree",99715.015806,104095.119499,2,125
84126,"Male",38,"Non-Hispanic White","9-11th grade (Includes 12th grade with no diploma)",36372.134134,37414.894949,2,131
84127,"Female",12,"Mexican American",NA,15891.453577,15987.294274,1,127
84128,"Female",46,"Mexican American","Some college or AA degree",20442.626826,23248.968221,1,128
84129,"Male",80,"Other Race - Including Multi-Racial","Less than 9th grade",17791.451958,20556.749123,2,132
84130,"Female",26,"Non-Hispanic White","High school graduate/GED or equivalent",97314.051186,98480.345057,2,123
84131,"Male",4,"Other Race - Including Multi-Racial",NA,32368.611668,33526.824829,2,124
84132,"Female",3,"Mexican American",NA,8621.304134,9033.310588,2,133
84133,"Male",5,"Mexican American",NA,16642.077576,17164.51495,1,122
84134,"Male",13,"Non-Hispanic White",NA,64396.763629,65699.847848,1,122
84135,"Male",0,"Non-Hispanic White",NA,14731.625511,14455.93146,1,121
84136,"Male",8,"Non-Hispanic White",NA,25504.056624,26860.42609,2,132
84137,"Female",28,"Other Race - Including Multi-Racial","College graduate or above",21598.988808,25225.54145,2,122
84138,"Female",1,"Non-Hispanic White",NA,26737.729177,26810.172515,1,121
84139,"Female",78,"Other Hispanic","Some college or AA degree",11817.130541,12072.422598,1,128
84140,"Female",21,"Non-Hispanic Black","Some college or AA degree",26329.219558,29782.450467,2,120
84141,"Female",10,"Other Hispanic",NA,9415.565713,9317.201857,1,124
84142,"Male",24,"Non-Hispanic White","High school graduate/GED or equivalent",75178.155446,80641.122109,1,131
84143,"Female",35,"Other Race - Including Multi-Racial","Less than 9th grade",73882.07253,75174.777481,2,124
84144,"Male",8,"Non-Hispanic Black",NA,10879.909707,0,2,129
84145,"Female",2,"Other Hispanic",NA,15331.305351,16063.97835,1,129
84146,"Male",4,"Non-Hispanic White",NA,18572.664467,18723.389342,1,122
84147,"Male",78,"Mexican American","Less than 9th grade",8364.786729,9137.070875,2,122
84148,"Female",1,"Non-Hispanic White",NA,18170.636681,18290.036465,2,120
84149,"Male",9,"Non-Hispanic White",NA,47056.553536,46952.90674,2,130
84150,"Male",3,"Other Race - Including Multi-Racial",NA,11963.315415,11812.54496,2,122
84151,"Female",53,"Non-Hispanic White","College graduate or above",203248.024748,210752.422853,2,127
84152,"Female",46,"Other Hispanic","Less than 9th grade",15918.941366,16360.876727,2,133
84153,"Male",6,"Mexican American",NA,13195.838973,13555.028429,1,120
84154,"Male",10,"Non-Hispanic Black",NA,13006.934987,13552.538657,1,126
84155,"Female",14,"Mexican American",NA,14003.64937,13913.511136,1,128
84156,"Female",29,"Non-Hispanic Black","Some college or AA degree",18235.626534,18462.081212,1,124
84157,"Male",45,"Non-Hispanic White","Some college or AA degree",48050.124704,48453.257254,1,125
84158,"Male",5,"Non-Hispanic Black",NA,9933.550554,11118.851966,1,119
84159,"Male",4,"Non-Hispanic Black",NA,11441.001688,13303.10151,2,126
84160,"Female",45,"Non-Hispanic Black","College graduate or above",25741.622055,0,1,119
84161,"Female",1,"Non-Hispanic Black",NA,6861.184078,8071.12723,2,131
84162,"Female",1,"Mexican American",NA,13490.824722,14189.981019,2,127
84163,"Female",3,"Mexican American",NA,20465.877199,21441.610147,2,122
84164,"Female",7,"Non-Hispanic Black",NA,9459.775334,9484.979065,1,123
84165,"Male",57,"Mexican American","Less than 9th grade",27370.906215,27801.285892,1,133
84166,"Female",67,"Non-Hispanic White","College graduate or above",149766.537191,148368.339917,2,125
84167,"Male",46,"Other Race - Including Multi-Racial","Some college or AA degree",14260.048606,15064.018692,2,131
84168,"Male",61,"Other Race - Including Multi-Racial","Less than 9th grade",18735.669641,21947.76368,2,132
84169,"Male",43,"Other Race - Including Multi-Racial","Some college or AA degree",19443.012618,19747.852919,2,125
84170,"Male",46,"Mexican American","Some college or AA degree",43798.050609,45291.792639,1,128
84171,"Female",30,"Non-Hispanic White","Some college or AA degree",70582.287543,72530.976365,1,131
84172,"Male",20,"Non-Hispanic Black","Some college or AA degree",28034.779509,27757.33553,2,125
84173,"Male",52,"Mexican American","High school graduate/GED or equivalent",21156.842673,21710.539835,1,127
84174,"Female",54,"Other Hispanic","Some college or AA degree",22182.571428,25227.77051,2,125
84175,"Female",4,"Mexican American",NA,19758.50514,20702.751106,2,128
84176,"Female",7,"Non-Hispanic White",NA,21485.553511,24346.372506,1,130
84177,"Male",77,"Mexican American","Less than 9th grade",8937.218957,9033.441989,1,127
84178,"Male",80,"Non-Hispanic White","9-11th grade (Includes 12th grade with no diploma)",26833.629802,29156.852135,2,132
84179,"Female",7,"Other Race - Including Multi-Racial",NA,17621.904171,20195.862498,2,122
84180,"Male",33,"Other Hispanic","Less than 9th grade",35455.87329,38026.445558,2,119
84181,"Male",35,"Non-Hispanic Black","High school graduate/GED or equivalent",25605.511489,27036.781252,1,132
84182,"Female",41,"Other Race - Including Multi-Racial","9-11th grade (Includes 12th grade with no diploma)",18469.097243,0,2,121
84183,"Female",80,"Other Hispanic","Less than 9th grade",12616.131554,12197.218593,1,129
84184,"Male",58,"Other Race - Including Multi-Racial","Some college or AA degree",34086.831983,35423.296579,1,123
84185,"Male",37,"Non-Hispanic Black","High school graduate/GED or equivalent",23413.19311,24721.918982,2,130
84186,"Male",45,"Mexican American","Some college or AA degree",33519.932458,0,1,121
84187,"Female",25,"Non-Hispanic White","High school graduate/GED or equivalent",92403.693966,93511.137964,2,120
84188,"Female",61,"Other Hispanic","Less than 9th grade",6429.166805,8532.351674,1,133
84189,"Female",62,"Non-Hispanic Black","Less than 9th grade",20170.352032,19639.755181,2,121
84190,"Male",6,"Mexican American",NA,13080.743742,13283.889401,1,122
84191,"Female",12,"Non-Hispanic Black",NA,20811.534543,20335.769921,2,123
84192,"Female",27,"Other Hispanic","Some college or AA degree",30952.753315,31428.978415,1,127
84193,"Female",0,"Other Hispanic",NA,4499.229879,4948.674182,1,131
84194,"Female",58,"Non-Hispanic White","High school graduate/GED or equivalent",154519.977386,155606.091142,2,125
84195,"Male",45,"Non-Hispanic Black","Some college or AA degree",20158.261056,20474.315491,2,126
84196,"Male",32,"Other Race - Including Multi-Racial","9-11th grade (Includes 12th grade with no diploma)",15532.704477,16148.665253,2,121
84197,"Male",59,"Non-Hispanic White","College graduate or above",191570.034743,204990.718839,2,127
84198,"Male",12,"Other Hispanic",NA,17445.493256,17093.81689,1,131
84199,"Male",2,"Non-Hispanic Black",NA,7534.317829,7920.345549,2,131
84200,"Female",24,"Non-Hispanic White","Some college or AA degree",67150.706894,75925.397117,1,133
84201,"Male",78,"Non-Hispanic White","Less than 9th grade",15694.368006,15916.911834,1,130
84202,"Male",19,"Non-Hispanic Black",NA,24740.772331,24639.451398,1,129
84203,"Male",21,"Non-Hispanic Black","College graduate or above",37584.043589,39928.001148,2,130
84204,"Male",10,"Other Race - Including Multi-Racial",NA,29916.374191,0,2,124
84205,"Male",51,"Non-Hispanic Black","High school graduate/GED or equivalent",19349.778915,19039.666484,2,131
84206,"Male",16,"Other Race - Including Multi-Racial",NA,12202.475454,12020.13567,1,133
84207,"Female",5,"Other Race - Including Multi-Racial",NA,10779.871167,12505.629302,2,131
84208,"Female",67,"Mexican American","Less than 9th grade",8842.349896,10732.606587,1,128
84209,"Female",4,"Non-Hispanic White",NA,27212.016019,30422.286962,2,130
84210,"Female",13,"Other Race - Including Multi-Racial",NA,12708.839905,12274.886645,2,122
84211,"Male",18,"Other Race - Including Multi-Racial",NA,11380.486452,13266.176648,2,133
84212,"Female",67,"Other Hispanic","College graduate or above",8360.013277,8117.914205,1,124
84213,"Female",9,"Non-Hispanic White",NA,29724.415374,29178.886054,1,131
84214,"Female",4,"Non-Hispanic Black",NA,10061.206968,11135.564357,1,125
84215,"Female",14,"Non-Hispanic Black",NA,20990.696279,20746.93624,2,121
84216,"Male",65,"Non-Hispanic White","College graduate or above",29642.82683,0,2,133
84217,"Female",59,"Non-Hispanic Black","Some college or AA degree",24357.556826,25274.24215,2,131
84218,"Male",56,"Non-Hispanic White","Some college or AA degree",89929.74749,93455.681602,1,123
84219,"Male",31,"Non-Hispanic White","9-11th grade (Includes 12th grade with no diploma)",139038.179292,143339.977737,1,130
